filename,text,labels
,"Nation #39;s Cotton Crop May Exceed Records This year #39;s cotton crop is on pace to be the largest in US history, although hurricanes that have battered the nation in the past few months may reduce the final amount.",
,"Brazil Scrambles to Save Its Disappearing Savanna (Reuters) Reuters - Brazil launched an emergency\plan on Friday to save what remains of its vast tropical\savanna, much of which has been cleared for farming in recent\decades.",
,"Micropower 'could fuel UK homes' Household-scale renewable energy schemes could provide power for many British familes, conservationists say.",
,"Israel intensifies land seizures Israel has stepped up annexation of Palestinian farms and fields in various parts of the West Bank, ignoring a landmark ruling by the International Court of Justice in the Hague.",
,"SCIENCE IN THE NEWS Each week we present reports about science. These are about many different subjects. They can be about volcanoes exploding, developments of improved farm crops, archeology, space, new treatments for diseases.",
,"Tough times ahead for semiconductor business SAN FRANCISCO -- The number of companies building and designing microprocessors is likely to shrink by approximately 40 percent over the next 10 years, analysts from Gartner Inc. predicted at the research firm's Semiconductor Industry Summit conference here in San Francisco Tuesday.",
,Wireless technology aids post-hurricane claims processing Property and casualty insurers such as State Farm and The Hartford have invested in wireless and other technologies to streamline claims processing for policyholders affected by recent hurricanes.,
,"MOM farms out all IT-related functions THE Ministry of Manpower has taken the unprecedented step of outsourcing its entire IT applications, hardware, software and services.",
,"Rupert buys back the farm, the art and harbourside house RUPERT Murdoch is literally buying back the farm - and the art and other myriad investments worth more than \$50 million. As part of the proposed move of The News Corporation Ltd to the US, Mr Murdoch and his",
,"Indonesia #39;s presidential candidates pledge to develop country Jakarta (VNA) - Indonesia #39;s two presidential candidates pledged to restore the economy, improve infrastructure, reduce the unemployment rate, focus on development of industry, agriculture, technology, education, and equal development between localities",
,"Debugging the Megahertz Myth Most, if not all, of you have read or been in heated debates over why or why not higher clocked microprocessors are better than their  quot;comparable quot; competition.",
,"Hibiscus Flowers Help Your Heart New research finds extract helps control cholesterol levels    HealthDayNews -- Hibiscus flowers may help your heart in the same way that red wine and tea do, claims new research from China.    Hibiscus contains antioxidants that help control cholesterol levels and reduce heart disease, says a study in the current issue of the Journal of the Science of Food and Agriculture...",
,"Woods to play at 84 Lumber Classic The battle for No. 1 between Vijay Singh and Tiger Woods is coming to western Pennsylvania. Woods has agreed to play in the 84 Lumber Classic near Farmington, Pa.",
,"Bharti group forays into agri-biz  Floats 50:50 joint venture &lt;b&gt;...&lt;/b&gt; GOING FARM-FRIENDLY: Lady Lynn Forester de Rothschild, Director, ELRo Holdings, being welcomed by Mr Sunil Bharti Mittal, Chairman  amp; Group MD, Bharti Enterprises, and Mr Rakesh B. Mittal, Joint MD, Bharti Tele-Ventures, at a press conference in the",
,"In China, Farmers' Labor Bears Too Much Fruit The plight of the litchi industry shows both the promise and the pitfalls of China's economic growth, from the flood of investment to overproduction and crashing profits.",
,"In China, Farmers' Labor Bears Too Much Fruit The plight of the litchi industry shows both the promise and the pitfalls of China's remarkable economic growth.",
,"Via's upcoming processor to be called C7 Via Technologies Inc.'s next generation of desktop microprocessors, based on the Esther processor core, will be called C7, the company said Thursday. Mobile versions of the chip will be called C7-M.",
,"Malaysia, Thailand to Discuss Bird Flu (AP) AP - Malaysia will send a team of senior agriculture officials to Thailand next week for urgent talks on tightening border controls against the spread of bird flu, which has forced a quarantine of Malaysia's northern Kelantan state.",
,"As African Locust Crisis Worsens, UN Faces Huge Funds Shortfall to &lt;b&gt;...&lt;/b&gt; With the desert locust crisis in West Africa expected to deteriorate over the next few weeks, the United Nation Food and Agriculture Organization (FAO) warned today that it only had in hand less than a tenth of the crucial funding needed to prevent the",
,"FAO Warns of Locust Plague, If Funds Not Provided for Eradication &lt;b&gt;...&lt;/b&gt; The Food and Agriculture Organization (FAO) says more funds are essential to combat locust swarms that are devastating crops in West Africa, and warns failure to act quickly, could result in a regional plague by the end of the year.",
,"FAO Warns of Locust Plague in Africa The Food and Agriculture Organization (FAO) says more funds are essential to combat locust swarms that are devastating crops in West Africa, and warns failure to act quickly, could result in a regional plague by the end of the year.",
,U.S. Accuses U.N. of Dragging Feet Over Locusts (Reuters) Reuters - The United States accused the U.N.\agriculture body Friday of mismanaging the locust crisis\afflicting vast swathes of West Africa.,
,US accuses UN of dragging feet over locusts The United States accused the UN agriculture body on Friday of mismanaging the locust crisis afflicting vast swathes of West Africa.,
,"UN Agency Warns of Africa Locust Crisis ROME Sept. 17, 2004 - Swarms of desert locusts are moving across northwest Africa, threatening to devastate crops in an increasing number of countries, UN officials warned Friday.",
,Farmers to cut rates under settlement AUSTIN Farmers Insurance today announced plans to cut its Texas homeowners insurance rates by five percent in a settlement with the state.,
,"Mexico FTA paves way for Asian trade agreements MEXICO CITY -- Japan signed a free trade agreement (FTA) with Mexico on Friday, the first such pact to cover the politically sensitive agricultural sector, officials said.",
,"Donors offer extra \$40m to fight locusts in west Africa ROME - Donor nations have pledged an additional \$40m (about R264m) to help fight a devastating locust invasion in west Africa, but urgent action is now needed to tackle the crisis, the head of the UN #39;s Food and Agriculture Organisation said yesterday.",
,"Tropical Storm Kills at Least 90 in Haiti GONAIVES, Haiti - Tropical Storm Jeanne brought raging floodwaters to Haiti, killing at least 90 people in the battered nation and leaving dozens of Haitian families huddled on rooftops as the storm pushed further out into the open seas on Sunday, officials said.    Floods tore through the northwestern coastal town of Gonaives and surrounding areas, covering crops and turning roads into rivers...",
,"Congress Seeks Environmental-Farming Money (AP) AP - The House voted Monday to protect aid to farmers who convert to environmentally sound practices. The measure, now on its way to President Bush, would block the Agriculture Department from tapping some of the funding for administrative expenses. The USDA's use of program money for overhead costs farmers about  #36;150 million a year that could help them learn farming methods that protect air, water and wildlife, said Environmental Defense spokesman Scott Faber.",
,Britain says pressure on Sudan to intensify Khartoum if it does not stop Arab militia terrorising African farmers in the remote western province.  quot;I first discussed the crisis in Darfur when I was in Khartoum in December ... They,
,"Woods to Skip 84 Lumber Classic  FARMINGTON, Penn. (Sports Network) - Tiger Woods announced  that he will not play in this week's 84 Lumber Classic due to  fatigue.",
,Contaminated GM crops found at nine Thai farms BANGKOK : Thailand said on Tuesday that at least nine farms had been contaminated by genetically-modified crops after a seed selling scandal shut down a major part of the country #39;s GM testing programme.,
,Thailand Says Nine Farms Contaminated By Genetically Modified &lt;b&gt;...&lt;/b&gt; Nine farms in Thailand have been found to be contaminated by genetically modified crops. The announcement comes after a scandal shut down a big part of the country #39;s program to test genetically modified crops.,
,"Haiti Death Toll Hits 691 After Storm GONAIVES, Haiti - The death toll across Haiti from the weekend deluges brought by Tropical Storm Jeanne rose to 691 Tuesday, with 600 of them in Gonaives, and officials said they expected to find more dead and estimated tens of thousands of people were homeless.    Waterlines up to 10 feet high on Gonaives' buildings marked the worst of the storm that sent water gushing down denuded hills, destroying homes and crops in the Artibonite region that is Haiti's breadbasket...",
,"Albertsons shops in gourmet aisle with purchase of Bristol Farms LOS ANGELES Grocery giant Albertsons says it has purchased Bristol Farms, which operates eleven upscale stores in Southern California.",
,"Plan Would Turn Restore Wash. Estuary (AP) AP - A 15-year plan would restore salt marshes and mudflats for migrating salmon at the Nisqually National Wildlife Refuge, more than 100 years after the farmland was drained and diked.",
,"Plan for refuge would turn farmland back to marshes and mudflats NISQUALLY NATIONAL WILDLIFE REFUGE, Wash. -- Farmland that was drained and diked more than 100 years ago would turn back into salt marshes and mudflats for migrating salmon under a 15-year plan for the Nisqually National Wildlife Refuge.",
,"ConAgra Profit Falls as Prices Rise  CHICAGO (Reuters) - ConAgra Foods Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAG.N target=/stocks/quickinfo/fullquote""&gt;CAG.N&lt;/A&gt; on Wednesday  posted lower quarterly profit due to higher ingredient costs  and the sale of its chicken and agricultural products  businesses.",
,"ConAgra Profit Falls  CHICAGO (Reuters) - ConAgra Foods Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAG.N target=/stocks/quickinfo/fullquote""&gt;CAG.N&lt;/A&gt; on Wednesday  posted lower quarterly profits due to higher ingredient costs  and the sale of its chicken and agricultural products  businesses.",
,Sun to rent CPU time on server farm Sun #39;s COO Jonathan Schwartz has outlined a new direction for his company in the form of a cycle farm. Such a farm would rent out CPU time by the hour for a nominal charge - 99 cents for the use of a dual CPU,
,"Commodities Rise, ConAgra Profit Falls  CHICAGO (Reuters) - ConAgra Foods Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAG.N target=/stocks/quickinfo/fullquote""&gt;CAG.N&lt;/A&gt; on Wednesday  posted lower quarterly profits due to higher ingredient costs  and the sale of its chicken and agricultural products  businesses.",
,"Commodities Rise, ConAgra Profit Falls (Reuters) Reuters - ConAgra Foods Inc.  on Wednesday\posted lower quarterly profits due to higher ingredient costs\and the sale of its chicken and agricultural products\businesses.",
,S. Asia struts on UN catwalk Blue turbans. Dark suits. Cropped beards. Each is designed to send important signals.,
,"Golf: No Tiger lumbering in Singh #39;s path to third win in a row FARMINGTON, United States : World golf number one Vijay Singh, a seven-time winner this year, will not have second-ranked Tiger Woods to overcome here this weekend when he goes for his third PGA victory in a row.",
,Cambodia Reports New Bird Flu Outbreak Cambodia says it has found a new outbreak of bird flu in a province near Phnom Penh. Cambodia #39;s agriculture ministry says all birds at the farm where the outbreak was found will be slaughtered.,
,"Today's schedule Pro baseball: Baltimore vs. Red Sox at Fenway Park, 7 p.m. College field hockey: Fitchburg St. at Anna Maria, 4 p.m.; Salve Regina at Framingham St., 4 p.m.; Southern Maine at Maine-Farmington, 4 p.m.; Keene St. at Williams, 4:15 p.m.; Husson at Colby, 4:30 p.m.; Gordon at Bates, 5 p.m.; Saint Anselm at Bentley, 7 p.m.; Simmons at Worcester St., ...",
,"AMD still mulling plans for a joint-venture chip plant Advanced Micro Devices Inc. (AMD) may yet team up with another chip maker for the construction of a semiconductor fabrication plant (fab) to expand its manufacturing capacity for microprocessors, despite shelving similar plans in 2003, according to a senior company executive.",
,"Singh on Top of Pile Again in Pennsylvania  FARMINGTON, Pennsylvania (Reuters) - World number one Vijay  Singh fired an eight-under-par 64 to take a three-shot lead  when the first round was suspended for the day at the \$4.2  million Pennsylvania Classic Thursday.",
,"Singh on Top of Pile Again in Pennsylvania  FARMINGTON, Pennsylvania (Reuters) - World number one Vijay  Singh kept up his red-hot form when an eight-under-par 64 gave  him a three-shot lead after an incomplete first round at the  \$4.2 million Pennsylvania Classic Thursday.",
,"Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: Google - Paid inclusion? - Gbrowser - The Google Browser - Directory - Linkfarm, Where Exactly Is the Difference? - How Fair Is the Link Popularity Algorithm? - Ask Jeeves   Citysearch Partnership Goes Live - Pay Per Click Shopping Sites - Microsoft Using Doorway Pages",
,"Golf: World number 1 Singh leads PGA Pennsylvania tournament FARMINGTON, United States : Vijay Singh, showing no signs that a week off has slowed him down, shot an eight-under-par 64 to take a three-stroke lead in the weather-disrupted 4.2 million-dollar PGA Tour event here.",
,"Crying wolf over predator attacks It is one of the oldest conflicts between man and beast: farmers killing marauders such as wolves, lynxes, lions and leopards to defend their livestock from the predators.",
,"Farmers  #39;Cry Wolf #39; Over Losses to Predators Sept. 23, 2004 - Cougars, wolves, lions and other predators inflict relatively few losses on livestock and farmers gain only a temporary boost if these marauders are culled, the British weekly New Scientist announced Wednesday.",
,"Wolves not entirely to blame for farm losses Paris - Wolves, lions, cheetahs and other predators inflict relatively few losses on livestock and farmers gain only a temporary boost if these marauders are culled, New Scientist says.",
,"HP drops Itanium workstations SEPTEMBER 24, 2004 (IDG NEWS SERVICE) - Hewlett-Packard Co. has stopped selling workstations based on Intel Corp. #39;s Itanium 2 microprocessor, a company spokeswoman confirmed today.",
,"HP drops Itanium workstations HP's decision is a setback to the Itanium 2 microprocessor, which Intel at one point had billed as a future industry standard.",
,"HP drops Itanium workstations Hewlett-Packard Co. (HP) has stopped selling workstations based on Intel Corp.'s Itanium 2 microprocessor, a company spokeswoman confirmed Friday.",
,"Chile Groups Say Tainted Salmon Could Be Sold (Reuters) Reuters - A cargo of farmed Chilean\salmon tainted with a potentially harmful toxin and rejected\for import in Europe has returned to Chile and could be\re-exported to a country with less stringent laws, consumer and\environmental groups warned.",
,"Singh Stays on Track for Fifth Win in Six Starts  FARMINGTON, Pennsylvania (Reuters) - World number one Vijay  Singh remained on course for his fifth win in six starts when  he shot a four-under-par 68 in the second round of the \$4.2  million Pennsylvania Classic Friday.",
,Singh Keeps Lead Vijay Singh follows up his opening-round 64 by shooting a steady 68 and maintains a two-shot lead over American Ben Curtis in Farmington.,
,"Burp vaccine cuts greenhouse gas emissions You cannot stop a sheep belching or farting, but you can make sure its eructations are less damaging to the environment. Belches and, to a far lesser degree, farts from sheep, cows and other farm animals account for around 20 of global methane emissions.",
,"Calif. Sets Weeding Ban to Save Workers #39; Backs California regulators on Thursday ordered farmers to stop employing field hands to weed commercial crops by hand, becoming the first state in the nation to limit such back-wrenching work.",
,"HP drops Itanium workstations HP has stopped selling workstations based on Intel #39;s Itanium 2 microprocessor, a company spokeswoman confirmed Friday. Citing market conditions, the company ceased selling workstations based on the 64-bit processors on Sept.",
,Can Biotech Crops Be Good Neighbors? The spread of pollen or seeds from genetically engineered plants is evolving from an abstract scientific worry into a significant practical problem.,
,The Cafeteria Crusader High noon in Texas: the agriculture chief is making a stand against junk food. Can she win?,
,"Rewind: Giants vs. Dodgers, Game #2 Jim Tracy and the Los Angeles Dodgers would not allow Barry Bonds to beat them on Friday night, even to the chagrin of Eric Gagne.",
,"Bus swept into China river, 3 dead, 41 missing A sudden flood surge on a river in China swept an overcrowded bus full of young students and farmers into a river, killing three people and leaving 41 missing, state media said on Sunday.",
,"Organic Farming Studied As Demand Rises (AP) AP - Organic farming sounds simple  #151; no chemical fertilizers, pesticides, herbicides or genetically engineered plants. But succeeding at it can be complicated. A recent wave of research at universities around the country seeks to take some of the guesswork and financial uncertainty out of the practice.",
,"Golf: Singh fires final round 69 to win third straight event FARMINGTON, United States : Vijay Singh shot a three-under par 69 to win the 4.2 million dollar PGA event and capture his eighth title of 2004.",
,"Singh hangs on for another win Farmington, PA (Sports Network) - Vijay Singh carded a three-under 69 on Sunday to hang on for the title at the 84 Lumber Classic.",
,"Fijian Golfer Singh Wins 8th PGA Tour Event of Season World number one golfer Vijay Singh of Fiji has captured his eighth PGA Tour event of the year with a win at the 84 Lumber Classic in Farmington, Pennsylvania.",
,"Singh Dominating At Lumber Classic FARMINGTON, Pa. -- Just when Vijay Singh thinks he can #39;t play better, he does. Just when it seems he can #39;t do much more during his Tiger Woods-like season, he does that, too.",
,"Report: HP to Stop Using Intel Itanium Chip  NEW YORK (Reuters) - Printer and PC maker Hewlett-Packard  Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=HPQ.N qtype=sym infotype=info qcat=news""&gt;HPQ.N&lt;/A&gt; will stop offering desktop workstations based on  Intel Corp.'s &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=INTC.O qtype=sym infotype=info qcat=news""&gt;INTC.O&lt;/A&gt; Itanium microprocessor, The Wall Street  Journal reported on its online edition.",
,"Report: HP to Stop Using Intel Itanium Chip (Reuters) Reuters - Printer and PC maker Hewlett-Packard\Co.  will stop offering desktop workstations based on\Intel Corp.'s  Itanium microprocessor, The Wall Street\Journal reported on its online edition.",
,"HP to stop using Intel Itanium chip: WSJ New York, September 27: Printer and PC maker Hewlett-Packard Co will stop offering desktop workstations based on Intel Corp #39;s Itanium microprocessor, The Wall Street Journal reported on its online edition.",
,"Vijay Singh breaks earnings record Pennsylvania, Sep 27 - World number one Vijay Singh recorded his eighth victory of the season, winning the 84 Lumber Classic in Farmington, Pennsylvania, USA on Sunday by one stroke from Stewart Cink.",
,"Vijay wins third straight event Farmington, Pennsylvania - Vijay Singh shot a three-under par 69 to win the \$4.2m PGA event on Sunday and capture his eighth title of 2004.",
,"Future of Illinois Farm May Lie in Swampy Past Environmentalists say they can return a 7,000-acre farm to its natural state as a thriving wetland by allowing it to flood.",
,HP to Stop Using Intel Itanium Chip Hewlett Packard has decided to discontinue offering desktop workstations based on Intel #39;s Itanium microprocessor as its customers prefer the extended 64-bit approach.,
,"Singh eclipses Tiger with record pile Farmington - Vijay Singh, who knocked Tiger Woods off the top of the world rankings this month for the first time in over five years, eclipsed Woods #39; earnings record for a single season when he won the 84 Lumber Classic here on Sunday.",
,"HP Drops Itanium 2 Workstations Move is the latest setback for the chip Intel once billed as an industry standard. Hewlett-Packard has stopped selling workstations based on Intel #39;s Itanium 2 microprocessor, a company spokesperson confirms.",
,"Sri Lanka Seeks Peace - This Time with Elephants (Reuters) Reuters - Wild elephants and farmers\are killing each other at an alarming rate in Sri Lanka, so\hundreds of wildlife officers and villagers fanned out into\forests on Monday to find ways to broker peace.",
,"Singh Wins 84 Classic, Breaks Woods #39; Record FARMINGTON, Pa. -- Vijay Singh held off Stewart Cink #39;s fast finish to win the 84 Lumber Classic by one shot Sunday and break Tiger Woods #39; one-year PGA Tour money record.",
,"Wind and Nuclear Power -- a Generation Gap? (Reuters) Reuters - In this north German town\a huge crane is helping to build the world's largest wind power\plant, a prototype for offshore wind farms from 2006.",
,"Snohomish County gets nod for NASCAR track An 850-acre tract of farmland in Snohomish County near Marysville is the preferred site for a new \$140 million, 75,000-seat NASCAR track, county and city officials said Monday.",
,HP to stop using Intel Itanium chips HP announced that it will discontinue the use of Intel Itanium microprocessors due to the limited demand in the market from its customers.,
,"Bird flu virus unlikely to be eradicated soon, warn global bodies ROME : The bird flu epidemic in Asia is a  quot;crisis of global importance quot; and the virus is unlikely to be eradicated soon, the UN Food and Agriculture Organisation (FAO) and the World Organisation for Animal Health (OIE) warned.",
,"Hectic parleys on for crucial BCCI elections KOLKATA: With only two days to go for the crucial elections to the coveted post of the president of the cash-rich BCCI here, hectic parleys are on by the lead players including Union Food and Agriculture minister Sharad Pawar to drum up the requisite",
,"Intel Launches Next-Gen Chip After 10 years in the making and multiple delays, Intel released its state-of-the-art 64-bit Itanium microprocessor on Tuesday. The microprocessor, which is designed for servers and workstations, is based",
,"Mexican State Recruits Cats to Fight Rats MONTERREY, Mexico - Health authorities in the northern state of Chihuahua said Tuesday they are recruiting hundreds of cats to fight hundreds of thousands of rats.    Chihuahua state officials say they hope to collect as many as 700 felines and send them to Atascaderos, an isolated farm village in the rugged Tarahumara mountains, a region where officials estimate there are about a half million rats...",
,"Peru Coca Growers Briefly Hold Tourists Coca growers protesting government plans to eradicate their cocaine-producing crop briefly held a group of European tourists visiting Inca ruins in the Andean city of Cuzco Tuesday, police said.",
,"California Counties May Ban Biotech Crops (AP) AP - Dairy farmer Dennis Leonardi, who describes himself as a ""taxpayer and law-abiding citizen,"" will soon harvest the genetically engineered corn he grows to feed his 400 cows.",
,"Update 1: China Vows to Keep Economy on Track China #39;s leaders pledged at a key policy meeting to keep the economy on track next year while raising farm incomes, promoting energy conservation and holding down investment in overheated industries, state media said Monday.",
,"Mayor  #39;led Pitcairn #39;s boys #39; in sex PITCAIRN Island mayor Steve Christian will go on trial today accused of leading  quot;the boys quot;, a group of seven men who allegedly spent 30 years sexually abusing underage girls on the tiny Pacific outcrop.",
,"Few surprises -- or answers -- so far (Sept. 29, 2004) -- New England and Philadelphia clearly are the cream of the crop so far this season. I like Indianapolis, too, but I #39;m still not sold on its defense.",
,"Choose and cut farms thrive as fake trees gain market share As Kevin Houde wielded the saw, his 4-year-old son Cameron squatted on the ground beside him. Working as a team, they made a clean cut at the base of the 7-foot tree that will mark the Christmas season in their home this year.",
,Thailand to Change Farming Ways to End Bird Flu Hard-hit Thailand plans a campaign to change poultry farming methods as it seeks to stamp out the deadly bird flu virus before migrating wildfowl return during the,
,"Weeping Woman Tells Court of Pitcairn Island  #39;Rapes #39; A woman wept as she described being raped as a young girl by a man who is now mayor of Pitcairn Island, as his sex abuse trial opened on this remote rocky outcrop populated by descendants of the 18th-century Bounty mutineers.",
,"Three share lead at Southern Farm Bureau Classic Madison, MS (Sports Network) - Harrison Frazar shot a seven-under-par 65 on Thursday to share the lead with Glen Day and John Senden after the opening round of the Southern Farm Bureau Classic at Annandale Golf Club.",
,"Senden, Frazar and Day share lead after first round at SFB Classic John Senden closed his 7-under 65 with his second eagle of the round and shared the lead with Harrison Frazar and Glen Day after the first round of the Southern Farm Bureau Classic on Thursday.",
,"Now College Grads Can #39;t Find A Job If any student trying to enter the workforce in China should have an easy time finding a plum job, it #39;s Wang Zhaohui. In July, the 30-year-old graduated from China Agricultural University in Beijing -- China #39;s",
,"Cocoa delays hitting Ivory Coast A dispute over how much farmers must pay to industry trade bodies is disrupting the cocoa harvest  in Ivory Coast, the world's largest producer.",
,"USDA Expands Healthy Lunch Program By ALLISON SCHLESINGER    PITTSBURGH (AP) -- An expansion of a federal pilot program that provides schools with funding for fruits and vegetables might help students get as enthusiastic about brussels sprouts and broccoli as they are about pizza and ice cream, a U.S. Agriculture Department official said on Thursday...",
,"Brazil Posts \$3.17 Billion Trade Surplus High prices for commodities and agricultural goods on international markets helped Brazil post a \$3.17 billion trade surplus in September, the trade and development ministry said Friday.",
,"Three are tied at Farm Bureau It took most of Thursday to identify the first-round leaders in the Southern Farm Bureau Classic, but Harrison Frazar, Glen Day and John Senden finally separated themselves",
,"Frazar, Pate atop leaderboard in Mississippi Madison, MS (Sports Network) - Harrison Frazar posted a five-under 67 Friday to maintain a share of the lead through two rounds of the Southern Farm Bureau Classic at Annandale Golf Club.",
,"Three tied for lead at Southern Farm Bureau Classic John Senden carded a pair of eagles, Harrison Frazar shot a 31 on the front nine and Glen Day recorded seven birdies to finish Thursday #39;s first round of the",
,"Funk leads Southern Farm by one Madison, MS (Sports Network) - Fred Funk fashioned an eight-under 64 on Saturday to grab a one-stroke lead through three rounds of the Southern Farm Bureau Classic.",
,"Drought Aid Colors S.D. Senate Race (AP) AP - How political can it be for Congress to help farmers and ranchers suffering from a drought? Judge by the television viewing habits of Sen. George Allen of Virginia, who heads the Senate's Republican campaign operation.",
,"Funk seizes lead in Mississippi Fred Funk shot an eight-under par 64 to seize a one-stroke lead after the third round of the US PGA Tour Southern Farm Bureau Classic in Madison, Mississippi.",
,"Sports: Funk wins SFC Classic MADISON, Miss. Fred Funk birdied the final hole to win the Southern Farm Bureau Classic by one shot over Ryan Palmer. Funk shot a 6-under-par 66 today to wind up 22-under for the tournament.",
,"Funk Ends 6-Year Drought With Win at SFB (AP) AP - Fred Funk birdied the final hole to finish off a final-round 6-under 66 and win the Southern Farm Bureau Classic by a stroke Sunday, his first PGA Tour victory in six years.",
,"Funk ends six-year victory drought Fred Funk can relax. He doesn #39;t have to carry six years #39; worth of frustration anymore. The 48-year-old US Ryder Cup player won his sixth PGA Tour title Sunday, closing with a birdie for a one-stroke victory in the Southern Farm Bureau Classic.",
,"Wiseman Dairies in talks to sell stake Scotland #39;s biggest dairy firm, Robert Wiseman Dairies RWD.L , says it is in talks with farmers #39; co-operative First Milk, which supplies Wiseman with milk, about buying a 15 percent stake in Wiseman.",
,"Dairy firm in talks to sell stake Scottish dairy firm Robert Wiseman is in talks about selling a 15 stake in the company to farmers #39; co-operative First Milk. The firm said the price of any deal is expected to be 250 pence per share, a 10 premium on Friday #39;s closing price.",
,"Funk finds winner #39;s circle again Fred Funk birdied the final hole to finish off a final-round 6-under 66 and win the Southern Farm Bureau Classic by a stroke Sunday, his first PGA Tour victory in six years.",
,"India's monsoon below normal, to hit growth (Reuters) Reuters - India's monsoon rains have been below normal this year mainly because of an El Nino weather condition and are expected to hit growth in the farm-dependent economy, weather officials and analysts said on Monday.",
,"Quiet Life Stressful for Farmers KOUTS, Ind. (AP) -- The quiet country life can turn into a pressure cooker of stress at harvest time as farmers push themselves to their limits, agricultural experts say...",
,"Talk of El Nino Floods, Droughts Worries Farmers (Reuters) Reuters - After a seemingly unending string of\hurricanes and typhoons, talk that the ""little boy"" is stirring\in the Pacific is unwelcome news for weather-battered farmers.",
,"Arm reveals Neon multimedia extension technology Microprocessor designer Arm Ltd. has developed a new multimedia technology called Neon that will help improve the performance of mobile electronics devices that process multiple tasks, the company said Monday.",
,"China's Land Grabs Raise Specter of Unrest As farmers are pitted against developers allied with local officials, peasants and other rural landowners who still make up 60 percent of China's 1.3 billion people increasingly have tried to resist.",
,"Vince re-enters game In his first media scrum since publicly demanding a trade, Vince Carter acted like he always does when the cameras surround him and the microphones threaten to chip his teeth.",
,"Sun unveils UltraSparc IV Sun Microsystems Inc. on Tuesday was set to announce its UltraSparc IV microprocessor, the last significant upgrade to the company's processor line before it begins shipping the redesigned chips it calls ""throughput computing"" processors, and hands over the task of building chips for the bulk of its systems to Fujitsu Ltd.",
,"Sun unveils UltraSparc IV Sun Microsystems Inc. on Tuesday was set to announce its UltraSparc IV microprocessor, the last significant upgrade to the company #39;s processor line before it begins shipping the redesigned chips it calls",
,"IBM Rolls Out Low-End Express Servers IBM has introduced two new Unix-based servers aimed at small- to mid-size businesses. Based on the Power5 microprocessor, the new servers join IBM #39;s On Demand Express product line, and are priced starting at \$3,993.",
,"Almond Growers Combat Dust Clouds Almonds are one of California #39;s most valuable crops, worth \$1.5 billion a year. But harvesting them comes with its own high price, an estimated 11,220 tons of dust.",
,"AMD dual-core Opterons gain SSE 3 support AMD #39;s dual-core AMD64 chips will provide instructions compatible with Intel #39;s SSE 3 technology, the chip maker announced at the Microprocessor Forum yesterday.",
,"Monsanto Posts Loss, Herbicide Sales Drop Agricultural chemicals maker Monsanto Co. (MON.N: Quote, Profile, Research) posted a quarterly net loss on Wednesday as a drop in Roundup herbicide sales in the",
,Designer puts 96 cores on single chip Chips that help a computer's main microprocessors perform specific types of math problems are becoming a big business once again.\,
,"Monsanto Posts Loss, Herbicide Sales Drop  KANSAS CITY, Mo. (Reuters) - Agricultural chemicals maker  Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; posted a quarterly net loss on Wednesday  as a drop in Roundup herbicide sales in the United States more  than offset increased demand for its specialty seed technology.",
,"Scientists Create Genetic Map of Cattle (AP) AP - For the first time, scientists have created a genetic map of a cow, providing researchers a new tool to reduce animal disease and improve the nutrition of beef and dairy products, the Agriculture Department announced Wednesday.",
,"Thai leader replaces 2 Cabinet officials BANGKOK, Thailand -- Prime Minister Thaksin Shinawatra replaced his agriculture and defense ministers in a Cabinet reshuffle Wednesday, apparently because they failed to resolve Thailand #39;s bird flu crisis and continuing violence in the country #39;s Muslim",
,"AMD Gives Details on Dual-Core Opteron Advanced Micro Devices has given out more details on its fortcoming dual-core microprocessor chip. The Opteron-based design is said to be 30-55 percent faster than AMD #39;s single-core chips, but it will fit in existing server designs.",
,"Scientists Map the Cow Genome By H. JOSEF HEBERT    WASHINGTON (AP) -- For the first time, scientists have created a genetic map of a cow, providing researchers a new tool to reduce animal disease and improve the nutrition of beef and dairy products, the Agriculture Department announced Wednesday...",
,Conferees Agree on Corporate Tax Bill House and Senate negotiators agreed Wednesday on an ambitious corporate tax bill that would shower billions of dollars in tax breaks on beneficiaries from old-line manufacturers to Alaskan whalers -- and includes a controversial \$10 billion buyout of the nation's tobacco farmers.,
,"#39;Toba outlook for GDP down It sounds worse than it is. RBC Financial Group has downgraded Manitoba #39;s GDP prospects for 2004 to 3.1 from 4.1, blaming weaker than expected employment growth and a bad summer for farmers.",
,AP: Ex-Colombian Rebels Seen As Farmers (AP) AP - Rebels and paramilitary fighters who have laid down their arms in Colombia could soon be slaughtering hogs and cultivating blueberries if a proposal by members of Congress succeeds.,
,"Tax bill modified; Harkin, Grassley disagree A key issue in the \$140 billion bill involves removing Food and Drug Administration regulation from tobacco products. Updates in tax law to help agricultural cooperatives.",
